# SPDX-License-Identifier: GPL-3.0-or-later
# DATASET TAG: MACHINE-DIGITIZED (pixel extraction from a published figure; not flight telemetry)
# Artemis I commanded bank angle vs time relative to Entry Interface (EI)
# Source: AAS 24-174 (NTRS 20240000024) Figure 12(a) "Bank Angle vs. Time",
#   blue "Commanded Bank Angle" trace, extracted from the native embedded raster
#   (PDF page 12, xref 402, 1554x1263 px; pure-color image, no antialiasing)
# Method + uncertainty: docs/digitization/artemis1_bank_commanded.md
# Validation: all six AAS 24-174 Table 3 reversal times reproduced within
#   -0.67..-0.07 s (gate +/-2 s); initial segment +14.9 deg consistent with the
#   paper's "pre-selected bank angle command was 0 deg ... limiting the bank
#   command to 15 deg" (p4); independent Figure 19 digitization agrees to
#   0.2-0.7 deg RMS on constant-command segments after correcting Figure 19's
#   own ~5.3-5.8 s epoch lead (a publication inconsistency, see methods doc)
# Uncertainty: amplitude ~+/-1 deg on holds; timing ~+/-1 s; pixel pitch
#   0.947 s/px, 0.374 deg/px
# Sign convention: signed bank EXACTLY as plotted in Figure 12(a). The paper
#   text defines no bank sign convention (pages 3-7 searched verbatim); the
#   physical meaning of the sign is locked only by the Gate-3 crossrange
#   comparison (see docs/gates/). Flagged for OpenReentry [APPROX-ROTATION].
# Columns:
#   time_rel_EI_s     - sample time, 0.5 s grid (nearest-pixel-column sampling,
#                       never interpolated; column pitch 0.947 s)
#   bank_cmd_deg      - commanded bank, signed degrees; EMPTY when flag != ok
#   flag              - ok | gap_occluded (commanded trace hidden under the
#                       actual-bank trace or event line; value withheld, not
#                       interpolated) | transition (vertical step connector in
#                       this pixel column; command steps here)
#   source_col_time_s - exact time of the source pixel column used
# Replay guidance: command is piecewise constant; hold the last 'ok' value
#   through gap_occluded/transition samples.
time_rel_EI_s,bank_cmd_deg,flag,source_col_time_s
409.5,,gap,409.314
410.0,,gap,410.261
410.5,,gap,410.261
411.0,91.56,ok,411.208
411.5,91.56,ok,411.208
412.0,91.56,ok,412.155
412.5,91.56,ok,412.155
413.0,91.56,ok,413.102
413.5,91.56,ok,413.102
414.0,91.56,ok,414.048
414.5,91.56,ok,414.048
415.0,91.56,ok,414.995
415.5,91.56,ok,415.942
416.0,91.56,ok,415.942
416.5,91.56,ok,416.889
417.0,91.56,ok,416.889
417.5,91.56,ok,417.835
418.0,91.56,ok,417.835
418.5,91.56,ok,418.782
419.0,91.56,ok,418.782
419.5,91.56,ok,419.729
420.0,91.56,ok,419.729
420.5,91.56,ok,420.676
421.0,91.56,ok,420.676
421.5,91.56,ok,421.622
422.0,91.56,ok,421.622
422.5,91.56,ok,422.569
423.0,91.56,ok,422.569
423.5,91.56,ok,423.516
424.0,91.56,ok,424.463
424.5,91.56,ok,424.463
425.0,91.56,ok,425.410
425.5,91.56,ok,425.410
426.0,91.56,ok,426.356
426.5,91.56,ok,426.356
427.0,91.56,ok,427.303
427.5,91.56,ok,427.303
428.0,91.56,ok,428.250
428.5,91.56,ok,428.250
429.0,91.56,ok,429.197
429.5,91.56,ok,429.197
430.0,91.56,ok,430.143
430.5,91.56,ok,430.143
431.0,91.56,ok,431.090
431.5,91.56,ok,431.090
432.0,91.56,ok,432.037
432.5,91.56,ok,432.037
433.0,91.56,ok,432.984
433.5,91.56,ok,433.931
434.0,91.56,ok,433.931
434.5,91.56,ok,434.877
435.0,91.56,ok,434.877
435.5,91.56,ok,435.824
436.0,91.56,ok,435.824
436.5,91.75,ok,436.771
437.0,91.75,ok,436.771
437.5,,gap,437.718
438.0,,gap,437.718
438.5,,gap,438.664
439.0,,gap,438.664
439.5,,gap,439.611
440.0,,gap,439.611
440.5,91.19,ok,440.558
441.0,91.19,ok,440.558
441.5,91.56,ok,441.505
442.0,91.56,ok,442.452
442.5,91.56,ok,442.452
443.0,91.56,ok,443.398
443.5,91.56,ok,443.398
444.0,91.56,ok,444.345
444.5,91.56,ok,444.345
445.0,91.56,ok,445.292
445.5,91.56,ok,445.292
446.0,91.56,ok,446.239
446.5,91.56,ok,446.239
447.0,91.56,ok,447.185
447.5,91.56,ok,447.185
448.0,91.56,ok,448.132
448.5,91.56,ok,448.132
449.0,91.56,ok,449.079
449.5,91.56,ok,449.079
450.0,91.56,ok,450.026
450.5,91.56,ok,450.973
451.0,91.56,ok,450.973
451.5,91.56,ok,451.919
452.0,91.56,ok,451.919
452.5,91.56,ok,452.866
453.0,91.56,ok,452.866
453.5,91.56,ok,453.813
454.0,91.56,ok,453.813
454.5,91.56,ok,454.760
455.0,91.56,ok,454.760
455.5,91.56,ok,455.706
456.0,91.56,ok,455.706
456.5,91.56,ok,456.653
457.0,91.56,ok,456.653
457.5,91.56,ok,457.600
458.0,91.56,ok,457.600
458.5,91.56,ok,458.547
459.0,91.56,ok,458.547
459.5,91.56,ok,459.493
460.0,91.56,ok,460.440
460.5,91.56,ok,460.440
461.0,91.56,ok,461.387
461.5,91.56,ok,461.387
462.0,91.56,ok,462.334
462.5,91.56,ok,462.334
463.0,91.56,ok,463.281
463.5,91.56,ok,463.281
464.0,91.56,ok,464.227
464.5,91.56,ok,464.227
465.0,91.56,ok,465.174
465.5,91.56,ok,465.174
466.0,91.56,ok,466.121
466.5,91.56,ok,466.121
467.0,91.56,ok,467.068
467.5,91.56,ok,467.068
468.0,91.56,ok,468.014
468.5,91.56,ok,468.961
469.0,91.56,ok,468.961
469.5,91.56,ok,469.908
470.0,91.56,ok,469.908
470.5,91.56,ok,470.855
471.0,91.56,ok,470.855
471.5,91.37,ok,471.802
472.0,91.37,ok,471.802
472.5,91.37,ok,472.748
473.0,91.37,ok,472.748
473.5,91.19,ok,473.695
474.0,91.19,ok,473.695
474.5,91.19,ok,474.642
475.0,91.19,ok,474.642
475.5,91.19,ok,475.589
476.0,91.19,ok,475.589
476.5,91.19,ok,476.535
477.0,91.19,ok,476.535
477.5,91.19,ok,477.482
478.0,91.19,ok,478.429
478.5,91.19,ok,478.429
479.0,91.19,ok,479.376
479.5,91.19,ok,479.376
480.0,91.19,ok,480.323
480.5,91.19,ok,480.323
481.0,91.37,ok,481.269
481.5,91.37,ok,481.269
482.0,91.37,ok,482.216
482.5,91.37,ok,482.216
483.0,91.37,ok,483.163
483.5,91.37,ok,483.163
484.0,91.19,ok,484.110
484.5,91.19,ok,484.110
485.0,91.19,ok,485.056
485.5,91.19,ok,485.056
486.0,,gap,486.003
486.5,,gap,486.950
487.0,,gap,486.950
487.5,,gap,487.897
488.0,,gap,487.897
488.5,91.93,ok,488.844
489.0,91.93,ok,488.844
489.5,91.93,ok,489.790
490.0,91.93,ok,489.790
490.5,91.75,ok,490.737
491.0,91.75,ok,490.737
491.5,91.56,ok,491.684
492.0,91.56,ok,491.684
492.5,91.56,ok,492.631
493.0,91.56,ok,492.631
493.5,91.56,ok,493.577
494.0,91.56,ok,493.577
494.5,91.56,ok,494.524
495.0,91.56,ok,495.471
495.5,91.56,ok,495.471
496.0,91.56,ok,496.418
496.5,91.56,ok,496.418
497.0,91.56,ok,497.365
497.5,91.56,ok,497.365
498.0,91.56,ok,498.311
498.5,91.56,ok,498.311
499.0,91.56,ok,499.258
499.5,91.56,ok,499.258
500.0,91.56,ok,500.205
500.5,91.56,ok,500.205
501.0,91.56,ok,501.152
501.5,91.56,ok,501.152
502.0,91.56,ok,502.098
502.5,91.56,ok,502.098
503.0,91.56,ok,503.045
503.5,91.56,ok,503.045
504.0,91.56,ok,503.992
504.5,91.56,ok,504.939
505.0,91.56,ok,504.939
505.5,91.56,ok,505.885
506.0,91.56,ok,505.885
506.5,91.56,ok,506.832
507.0,91.56,ok,506.832
507.5,91.56,ok,507.779
508.0,91.56,ok,507.779
508.5,91.56,ok,508.726
509.0,91.56,ok,508.726
509.5,91.56,ok,509.673
510.0,91.56,ok,509.673
510.5,91.56,ok,510.619
511.0,91.56,ok,510.619
511.5,91.56,ok,511.566
512.0,91.56,ok,511.566
512.5,91.56,ok,512.513
513.0,91.56,ok,513.460
513.5,91.56,ok,513.460
514.0,91.56,ok,514.406
514.5,91.56,ok,514.406
515.0,91.75,ok,515.353
515.5,91.75,ok,515.353
516.0,91.75,ok,516.300
516.5,91.75,ok,516.300
517.0,91.75,ok,517.247
517.5,91.75,ok,517.247
518.0,91.75,ok,518.194
518.5,91.75,ok,518.194
519.0,91.75,ok,519.140
519.5,91.75,ok,519.140
520.0,91.75,ok,520.087
520.5,91.75,ok,520.087
521.0,91.75,ok,521.034
521.5,91.75,ok,521.034
522.0,91.93,ok,521.981
522.5,91.93,ok,522.927
523.0,91.93,ok,522.927
523.5,,gap,523.874
524.0,,gap,523.874
524.5,,gap,524.821
525.0,,gap,524.821
525.5,,gap,525.768
526.0,,gap,525.768
526.5,91.19,ok,526.715
527.0,91.19,ok,526.715
527.5,91.37,ok,527.661
528.0,91.37,ok,527.661
528.5,91.56,ok,528.608
529.0,91.56,ok,528.608
529.5,91.56,ok,529.555
530.0,91.56,ok,529.555
530.5,91.56,ok,530.502
531.0,91.56,ok,531.448
531.5,91.56,ok,531.448
532.0,91.56,ok,532.395
532.5,91.56,ok,532.395
533.0,91.56,ok,533.342
533.5,91.56,ok,533.342
534.0,91.56,ok,534.289
534.5,91.56,ok,534.289
535.0,91.56,ok,535.236
535.5,91.56,ok,535.236
536.0,91.56,ok,536.182
536.5,91.56,ok,536.182
537.0,91.56,ok,537.129
537.5,91.56,ok,537.129
538.0,91.56,ok,538.076
538.5,91.56,ok,538.076
539.0,91.56,ok,539.023
539.5,91.56,ok,539.969
540.0,91.56,ok,539.969
540.5,91.56,ok,540.916
541.0,91.56,ok,540.916
541.5,91.56,ok,541.863
542.0,91.56,ok,541.863
542.5,91.56,ok,542.810
543.0,91.56,ok,542.810
543.5,91.37,ok,543.757
544.0,91.37,ok,543.757
544.5,91.19,ok,544.703
545.0,91.19,ok,544.703
545.5,91.19,ok,545.650
546.0,91.19,ok,545.650
546.5,,gap,546.597
547.0,,gap,546.597
547.5,,gap,547.544
548.0,,gap,547.544
548.5,,gap,548.490
549.0,,gap,549.437
549.5,,gap,549.437
550.0,,transition,550.384
550.5,,transition,550.384
551.0,,transition,551.331
551.5,,transition,551.331
552.0,,transition,552.277
552.5,,transition,552.277
553.0,,transition,553.224
553.5,,transition,553.224
554.0,42.20,ok,554.171
554.5,42.20,ok,554.171
555.0,42.76,ok,555.118
555.5,42.76,ok,555.118
556.0,43.32,ok,556.065
556.5,43.32,ok,556.065
557.0,44.07,ok,557.011
557.5,45.01,ok,557.958
558.0,45.01,ok,557.958
558.5,45.38,ok,558.905
559.0,45.38,ok,558.905
559.5,46.13,ok,559.852
560.0,46.13,ok,559.852
560.5,47.44,ok,560.798
561.0,47.44,ok,560.798
561.5,49.31,ok,561.745
562.0,49.31,ok,561.745
562.5,49.31,ok,562.692
563.0,49.31,ok,562.692
563.5,50.24,ok,563.639
564.0,50.24,ok,563.639
564.5,50.61,ok,564.586
565.0,50.61,ok,564.586
565.5,51.36,ok,565.532
566.0,51.36,ok,565.532
566.5,51.74,ok,566.479
567.0,52.48,ok,567.426
567.5,52.48,ok,567.426
568.0,53.42,ok,568.373
568.5,53.42,ok,568.373
569.0,53.61,ok,569.319
569.5,53.61,ok,569.319
570.0,53.98,ok,570.266
570.5,53.98,ok,570.266
571.0,53.98,ok,571.213
571.5,53.98,ok,571.213
572.0,53.98,ok,572.160
572.5,53.98,ok,572.160
573.0,54.73,ok,573.107
573.5,54.73,ok,573.107
574.0,55.66,ok,574.053
574.5,55.66,ok,574.053
575.0,56.22,ok,575.000
575.5,,gap,575.947
576.0,,gap,575.947
576.5,,gap,576.894
577.0,,gap,576.894
577.5,,gap,577.840
578.0,,gap,577.840
578.5,56.04,ok,578.787
579.0,56.04,ok,578.787
579.5,56.22,ok,579.734
580.0,56.22,ok,579.734
580.5,57.35,ok,580.681
581.0,57.35,ok,580.681
581.5,57.72,ok,581.628
582.0,57.72,ok,581.628
582.5,56.78,ok,582.574
583.0,56.78,ok,582.574
583.5,,gap,583.521
584.0,,gap,584.468
584.5,,gap,584.468
585.0,58.47,ok,585.415
585.5,58.47,ok,585.415
586.0,58.28,ok,586.361
586.5,58.28,ok,586.361
587.0,60.62,ok,587.308
587.5,60.62,ok,587.308
588.0,61.46,ok,588.255
588.5,61.46,ok,588.255
589.0,61.65,ok,589.202
589.5,61.65,ok,589.202
590.0,59.78,ok,590.148
590.5,59.78,ok,590.148
591.0,59.96,ok,591.095
591.5,59.96,ok,591.095
592.0,59.78,ok,592.042
592.5,59.78,ok,592.042
593.0,59.78,ok,592.989
593.5,59.96,ok,593.936
594.0,59.96,ok,593.936
594.5,60.52,ok,594.882
595.0,60.52,ok,594.882
595.5,60.34,ok,595.829
596.0,60.34,ok,595.829
596.5,60.34,ok,596.776
597.0,60.34,ok,596.776
597.5,60.15,ok,597.723
598.0,60.15,ok,597.723
598.5,60.34,ok,598.669
599.0,60.34,ok,598.669
599.5,60.52,ok,599.616
600.0,60.52,ok,599.616
600.5,60.71,ok,600.563
601.0,60.71,ok,600.563
601.5,60.52,ok,601.510
602.0,62.77,ok,602.457
602.5,62.77,ok,602.457
603.0,62.58,ok,603.403
603.5,62.58,ok,603.403
604.0,62.39,ok,604.350
604.5,62.39,ok,604.350
605.0,62.95,ok,605.297
605.5,62.95,ok,605.297
606.0,63.14,ok,606.244
606.5,63.14,ok,606.244
607.0,63.33,ok,607.190
607.5,63.33,ok,607.190
608.0,63.70,ok,608.137
608.5,63.70,ok,608.137
609.0,64.08,ok,609.084
609.5,64.08,ok,609.084
610.0,64.26,ok,610.031
610.5,64.26,ok,610.031
611.0,64.45,ok,610.978
611.5,64.64,ok,611.924
612.0,64.64,ok,611.924
612.5,64.64,ok,612.871
613.0,64.64,ok,612.871
613.5,,transition,613.818
614.0,,transition,613.818
614.5,63.33,ok,614.765
615.0,63.33,ok,614.765
615.5,62.02,ok,615.711
616.0,62.02,ok,615.711
616.5,61.83,ok,616.658
617.0,61.83,ok,616.658
617.5,61.83,ok,617.605
618.0,61.83,ok,617.605
618.5,61.83,ok,618.552
619.0,61.83,ok,618.552
619.5,61.83,ok,619.499
620.0,61.46,ok,620.445
620.5,61.46,ok,620.445
621.0,61.46,ok,621.392
621.5,61.46,ok,621.392
622.0,61.46,ok,622.339
622.5,61.46,ok,622.339
623.0,61.27,ok,623.286
623.5,61.27,ok,623.286
624.0,61.27,ok,624.232
624.5,61.27,ok,624.232
625.0,61.08,ok,625.179
625.5,61.08,ok,625.179
626.0,60.52,ok,626.126
626.5,60.52,ok,626.126
627.0,60.71,ok,627.073
627.5,60.71,ok,627.073
628.0,60.52,ok,628.020
628.5,60.34,ok,628.966
629.0,60.34,ok,628.966
629.5,60.52,ok,629.913
630.0,60.52,ok,629.913
630.5,60.52,ok,630.860
631.0,60.52,ok,630.860
631.5,60.34,ok,631.807
632.0,60.34,ok,631.807
632.5,60.15,ok,632.753
633.0,60.15,ok,632.753
633.5,60.34,ok,633.700
634.0,60.34,ok,633.700
634.5,60.52,ok,634.647
635.0,60.52,ok,634.647
635.5,60.52,ok,635.594
636.0,60.52,ok,635.594
636.5,60.52,ok,636.540
637.0,60.52,ok,636.540
637.5,60.52,ok,637.487
638.0,60.34,ok,638.434
638.5,60.34,ok,638.434
639.0,60.34,ok,639.381
639.5,60.34,ok,639.381
640.0,60.34,ok,640.328
640.5,60.34,ok,640.328
641.0,59.96,ok,641.274
641.5,59.96,ok,641.274
642.0,59.59,ok,642.221
642.5,59.59,ok,642.221
643.0,59.03,ok,643.168
643.5,59.03,ok,643.168
644.0,59.03,ok,644.115
644.5,59.03,ok,644.115
645.0,58.65,ok,645.061
645.5,58.65,ok,645.061
646.0,58.47,ok,646.008
646.5,58.28,ok,646.955
647.0,58.28,ok,646.955
647.5,58.28,ok,647.902
648.0,58.28,ok,647.902
648.5,58.09,ok,648.849
649.0,58.09,ok,648.849
649.5,58.09,ok,649.795
650.0,58.09,ok,649.795
650.5,58.09,ok,650.742
651.0,58.09,ok,650.742
651.5,57.91,ok,651.689
652.0,57.91,ok,651.689
652.5,57.91,ok,652.636
653.0,57.91,ok,652.636
653.5,58.09,ok,653.582
654.0,58.09,ok,653.582
654.5,57.91,ok,654.529
655.0,57.91,ok,654.529
655.5,57.91,ok,655.476
656.0,57.91,ok,656.423
656.5,57.91,ok,656.423
657.0,57.35,ok,657.370
657.5,57.35,ok,657.370
658.0,57.35,ok,658.316
658.5,57.35,ok,658.316
659.0,57.35,ok,659.263
659.5,57.35,ok,659.263
660.0,57.16,ok,660.210
660.5,57.16,ok,660.210
661.0,57.16,ok,661.157
661.5,57.16,ok,661.157
662.0,56.41,ok,662.103
662.5,56.41,ok,662.103
663.0,56.22,ok,663.050
663.5,56.22,ok,663.050
664.0,56.04,ok,663.997
664.5,55.10,ok,664.944
665.0,55.10,ok,664.944
665.5,54.91,ok,665.891
666.0,54.91,ok,665.891
666.5,54.35,ok,666.837
667.0,54.35,ok,666.837
667.5,53.79,ok,667.784
668.0,53.79,ok,667.784
668.5,53.61,ok,668.731
669.0,53.61,ok,668.731
669.5,53.61,ok,669.678
670.0,53.61,ok,669.678
670.5,53.42,ok,670.624
671.0,53.42,ok,670.624
671.5,53.23,ok,671.571
672.0,53.23,ok,671.571
672.5,53.23,ok,672.518
673.0,53.23,ok,673.465
673.5,53.23,ok,673.465
674.0,53.23,ok,674.412
674.5,53.23,ok,674.412
675.0,53.04,ok,675.358
675.5,53.04,ok,675.358
676.0,52.86,ok,676.305
676.5,52.86,ok,676.305
677.0,52.11,ok,677.252
677.5,52.11,ok,677.252
678.0,52.67,ok,678.199
678.5,52.67,ok,678.199
679.0,52.67,ok,679.145
679.5,52.67,ok,679.145
680.0,52.67,ok,680.092
680.5,52.67,ok,680.092
681.0,52.67,ok,681.039
681.5,52.67,ok,681.039
682.0,52.48,ok,681.986
682.5,52.48,ok,682.932
683.0,52.48,ok,682.932
683.5,52.48,ok,683.879
684.0,52.48,ok,683.879
684.5,52.67,ok,684.826
685.0,52.67,ok,684.826
685.5,52.86,ok,685.773
686.0,52.86,ok,685.773
686.5,53.42,ok,686.720
687.0,53.42,ok,686.720
687.5,53.61,ok,687.666
688.0,53.61,ok,687.666
688.5,53.61,ok,688.613
689.0,53.61,ok,688.613
689.5,53.61,ok,689.560
690.0,53.61,ok,689.560
690.5,53.79,ok,690.507
691.0,53.98,ok,691.453
691.5,53.98,ok,691.453
692.0,54.35,ok,692.400
692.5,54.35,ok,692.400
693.0,,transition,693.347
693.5,,transition,693.347
694.0,55.57,ok,694.294
694.5,55.57,ok,694.294
695.0,56.29,ok,695.241
695.5,56.29,ok,695.241
696.0,55.48,ok,696.187
696.5,55.48,ok,696.187
697.0,55.29,ok,697.134
697.5,55.29,ok,697.134
698.0,55.48,ok,698.081
698.5,55.48,ok,698.081
699.0,54.91,ok,699.028
699.5,54.91,ok,699.028
700.0,55.10,ok,699.974
700.5,54.73,ok,700.921
701.0,54.73,ok,700.921
701.5,,transition,701.868
702.0,,transition,701.868
702.5,,transition,702.815
703.0,,transition,702.815
703.5,,transition,703.762
704.0,,transition,703.762
704.5,50.61,ok,704.708
705.0,50.61,ok,704.708
705.5,50.05,ok,705.655
706.0,50.05,ok,705.655
706.5,50.80,ok,706.602
707.0,50.80,ok,706.602
707.5,50.99,ok,707.549
708.0,50.99,ok,707.549
708.5,50.61,ok,708.495
709.0,,gap,709.442
709.5,,gap,709.442
710.0,54.17,ok,710.389
710.5,54.17,ok,710.389
711.0,54.17,ok,711.336
711.5,54.17,ok,711.336
712.0,,transition,712.283
712.5,,transition,712.283
713.0,,transition,713.229
713.5,,transition,713.229
714.0,,transition,714.176
714.5,,transition,714.176
715.0,,transition,715.123
715.5,,transition,715.123
716.0,,transition,716.070
716.5,,transition,716.070
717.0,,transition,717.016
717.5,,transition,717.963
718.0,,transition,717.963
718.5,,transition,718.910
719.0,,transition,718.910
719.5,,transition,719.857
720.0,,transition,719.857
720.5,,transition,720.803
721.0,,transition,720.803
721.5,,transition,721.750
722.0,,transition,721.750
722.5,,transition,722.697
723.0,,transition,722.697
723.5,,transition,723.644
724.0,,transition,723.644
724.5,,transition,724.591
725.0,,transition,724.591
725.5,-72.97,ok,725.537
726.0,-72.97,ok,725.537
726.5,-73.16,ok,726.484
727.0,-73.72,ok,727.431
727.5,-73.72,ok,727.431
728.0,-73.34,ok,728.378
728.5,-73.34,ok,728.378
729.0,-73.34,ok,729.324
729.5,-73.34,ok,729.324
730.0,-73.53,ok,730.271
730.5,-73.53,ok,730.271
731.0,-73.34,ok,731.218
731.5,-73.34,ok,731.218
732.0,-69.79,ok,732.165
732.5,-69.79,ok,732.165
733.0,,transition,733.112
733.5,,transition,733.112
734.0,,transition,734.058
734.5,,transition,734.058
735.0,,transition,735.005
735.5,,transition,735.952
736.0,,transition,735.952
736.5,,transition,736.899
737.0,,transition,736.899
737.5,,transition,737.845
738.0,,transition,737.845
738.5,,transition,738.792
739.0,,transition,738.792
739.5,,transition,739.739
740.0,,transition,739.739
740.5,,transition,740.686
741.0,,transition,740.686
741.5,,transition,741.633
742.0,,transition,741.633
742.5,,transition,742.579
743.0,,transition,742.579
743.5,-43.24,ok,743.526
744.0,-43.43,ok,744.473
744.5,-43.43,ok,744.473
745.0,-43.43,ok,745.420
745.5,-43.43,ok,745.420
746.0,-43.06,ok,746.366
746.5,-43.06,ok,746.366
747.0,-42.31,ok,747.313
747.5,-42.31,ok,747.313
748.0,-40.81,ok,748.260
748.5,-40.81,ok,748.260
749.0,,transition,749.207
749.5,,transition,749.207
750.0,,transition,750.154
750.5,,transition,750.154
751.0,-38.19,ok,751.100
751.5,-38.19,ok,751.100
752.0,,transition,752.047
752.5,,transition,752.047
753.0,,transition,752.994
753.5,-43.43,ok,753.941
754.0,-43.43,ok,753.941
754.5,,transition,754.887
755.0,,transition,754.887
755.5,-45.67,ok,755.834
756.0,-45.67,ok,755.834
756.5,-45.86,ok,756.781
757.0,-45.86,ok,756.781
757.5,-47.36,ok,757.728
758.0,-47.36,ok,757.728
758.5,-48.10,ok,758.675
759.0,-48.10,ok,758.675
759.5,-48.29,ok,759.621
760.0,-48.29,ok,759.621
760.5,-49.23,ok,760.568
761.0,-49.23,ok,760.568
761.5,-49.41,ok,761.515
762.0,-50.53,ok,762.462
762.5,-50.53,ok,762.462
763.0,-50.72,ok,763.408
763.5,-50.72,ok,763.408
764.0,-50.91,ok,764.355
764.5,-50.91,ok,764.355
765.0,-51.47,ok,765.302
765.5,-51.47,ok,765.302
766.0,-51.66,ok,766.249
766.5,-51.66,ok,766.249
767.0,-51.84,ok,767.195
767.5,-51.84,ok,767.195
768.0,-52.03,ok,768.142
768.5,-52.03,ok,768.142
769.0,-52.59,ok,769.089
769.5,-52.59,ok,769.089
770.0,-52.78,ok,770.036
770.5,-52.78,ok,770.036
771.0,-53.34,ok,770.983
771.5,-53.71,ok,771.929
772.0,-53.71,ok,771.929
772.5,-54.46,ok,772.876
773.0,-54.46,ok,772.876
773.5,-55.40,ok,773.823
774.0,-55.40,ok,773.823
774.5,-55.58,ok,774.770
775.0,-55.58,ok,774.770
775.5,-56.89,ok,775.716
776.0,-56.89,ok,775.716
776.5,-57.08,ok,776.663
777.0,-57.08,ok,776.663
777.5,-57.26,ok,777.610
778.0,-57.26,ok,777.610
778.5,-58.20,ok,778.557
779.0,-58.20,ok,778.557
779.5,-58.20,ok,779.504
780.0,-58.57,ok,780.450
780.5,-58.57,ok,780.450
781.0,-58.57,ok,781.397
781.5,-58.57,ok,781.397
782.0,,transition,782.344
782.5,,transition,782.344
783.0,-60.07,ok,783.291
783.5,-60.07,ok,783.291
784.0,-60.07,ok,784.237
784.5,-60.07,ok,784.237
785.0,-60.44,ok,785.184
785.5,-60.44,ok,785.184
786.0,-60.44,ok,786.131
786.5,-60.44,ok,786.131
787.0,-61.19,ok,787.078
787.5,-61.19,ok,787.078
788.0,-61.38,ok,788.025
788.5,-61.57,ok,788.971
789.0,-61.57,ok,788.971
789.5,-61.94,ok,789.918
790.0,-61.94,ok,789.918
790.5,-61.75,ok,790.865
791.0,-61.75,ok,790.865
791.5,,transition,791.812
792.0,,transition,791.812
792.5,,transition,792.758
793.0,,transition,792.758
793.5,,transition,793.705
794.0,,transition,793.705
794.5,,transition,794.652
795.0,,transition,794.652
795.5,59.78,ok,795.599
796.0,59.78,ok,795.599
796.5,59.96,ok,796.546
797.0,59.96,ok,796.546
797.5,,transition,797.492
798.0,,transition,798.439
798.5,,transition,798.439
799.0,,transition,799.386
799.5,,transition,799.386
800.0,,transition,800.333
800.5,,transition,800.333
801.0,,transition,801.279
801.5,,transition,801.279
802.0,,transition,802.226
802.5,,transition,802.226
803.0,,transition,803.173
803.5,,transition,803.173
804.0,,transition,804.120
804.5,,transition,804.120
805.0,,transition,805.067
805.5,,transition,805.067
806.0,,transition,806.013
806.5,78.85,ok,806.960
807.0,78.85,ok,806.960
807.5,79.03,ok,807.907
808.0,79.03,ok,807.907
808.5,80.34,ok,808.854
809.0,80.34,ok,808.854
809.5,80.72,ok,809.800
810.0,80.72,ok,809.800
810.5,81.09,ok,810.747
811.0,81.09,ok,810.747
811.5,82.21,ok,811.694
812.0,82.21,ok,811.694
812.5,82.40,ok,812.641
813.0,82.40,ok,812.641
813.5,82.59,ok,813.587
814.0,82.59,ok,813.587
814.5,,transition,814.534
815.0,,transition,814.534
815.5,,transition,815.481
816.0,,transition,816.428
816.5,,transition,816.428
817.0,,transition,817.375
817.5,,transition,817.375
818.0,,transition,818.321
818.5,,transition,818.321
819.0,73.24,ok,819.268
819.5,73.24,ok,819.268
820.0,73.24,ok,820.215
820.5,73.24,ok,820.215
821.0,71.74,ok,821.162
821.5,71.74,ok,821.162
822.0,71.37,ok,822.108
822.5,71.37,ok,822.108
823.0,70.99,ok,823.055
823.5,70.99,ok,823.055
824.0,70.25,ok,824.002
824.5,69.87,ok,824.949
825.0,69.87,ok,824.949
825.5,,transition,825.896
826.0,,transition,825.896
826.5,,transition,826.842
827.0,,transition,826.842
827.5,,transition,827.789
828.0,,transition,827.789
828.5,,transition,828.736
829.0,,transition,828.736
829.5,,transition,829.683
830.0,,transition,829.683
830.5,,transition,830.629
831.0,,transition,830.629
831.5,,transition,831.576
832.0,,transition,831.576
832.5,-70.54,ok,832.523
833.0,,transition,833.470
833.5,,transition,833.470
834.0,,transition,834.417
834.5,,transition,834.417
835.0,,transition,835.363
835.5,,transition,835.363
836.0,,transition,836.310
836.5,,transition,836.310
837.0,,transition,837.257
837.5,,transition,837.257
838.0,,transition,838.204
838.5,,transition,838.204
839.0,-82.51,ok,839.150
839.5,-82.51,ok,839.150
840.0,-82.69,ok,840.097
840.5,-82.69,ok,840.097
841.0,-82.51,ok,841.044
841.5,-82.51,ok,841.044
842.0,,transition,841.991
842.5,,transition,842.938
843.0,,transition,842.938
843.5,-79.89,ok,843.884
844.0,-79.89,ok,843.884
844.5,-79.14,ok,844.831
845.0,-79.14,ok,844.831
845.5,-79.33,ok,845.778
846.0,-79.33,ok,845.778
846.5,,transition,846.725
847.0,,transition,846.725
847.5,,transition,847.671
848.0,,transition,847.671
848.5,,transition,848.618
849.0,,transition,848.618
849.5,,transition,849.565
850.0,,transition,849.565
850.5,,transition,850.512
851.0,,transition,851.459
851.5,,transition,851.459
852.0,,transition,852.405
852.5,,transition,852.405
853.0,,transition,853.352
853.5,,transition,853.352
854.0,,transition,854.299
854.5,,transition,854.299
855.0,,transition,855.246
855.5,,transition,855.246
856.0,,transition,856.192
856.5,,transition,856.192
857.0,,transition,857.139
857.5,,transition,857.139
858.0,,transition,858.086
858.5,,transition,858.086
859.0,,transition,859.033
859.5,,transition,859.033
860.0,,transition,859.979
860.5,-58.39,ok,860.926
861.0,-58.39,ok,860.926
861.5,,gap,861.873
862.0,,gap,861.873
